SID:040,5,ALSE1W,RW34L,GIBIN,OT,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:047,5,ALSE1W,RW34L,TABKI,OT,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:051,5,ALSE1W,RW34L,LUBAK,OB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:055,5,ALSE1W,RW34L,ULELO,OT,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,ALSE1W,RW34L,ALSEM,OB,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ALVE1C,RW16R, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,1560,    ,+,00500,     ,13000, ,   ,    ,   , , , , , , , , ;
SID:020,5,ALVE1C,RW16R,OBVER,OT,E,A,E   , ,010,CF, ,DOH,OT,D, ,      ,0010,0010,1710,0160, ,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ALVE1C,RW16R,SODER,OT,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:040,5,ALVE1C,RW16R,MUSAN,OT,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ALVE1C,RW16R,ENELI,OT,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,ALVE1C,RW16R,TUKEN,OT,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,ALVE1C,RW16R,ALKAG,OT,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,5,ALVE1C,RW16R,DEBIL,OT,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:100,5,ALVE1C,RW16R,ALVEN,OB,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,5,ALVE1E,RW34R, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,3360,    ,+,00413,     ,13000, ,   ,    ,   , , , , , , , , ;
SID:010,5,ALVE1E,RW34R,SOKEN,OT,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,ALVE1E,RW34R,DEMBO,OT,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ALVE1E,RW34R,GIBIN,OT,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ALVE1E,RW34R,ITSET,OT,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,ALVE1E,RW34R,ALVEN,OB,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ALVE1M,RW16L, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,1560,    ,+,00500,     ,13000, ,   ,    ,   , , , , , , , , ;
SID:020,5,ALVE1M,RW16L,TORKO,OT,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ALVE1M,RW16L,PASAV,OT,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ALVE1M,RW16L,DEBOM,OT,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ALVE1M,RW16L,PEGEM,OT,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ALVE1M,RW16L,GOBLU,OT,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:065,5,ALVE1M,RW16L,SITAL,OT,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,ALVE1M,RW16L,ALVEN,OB,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,5,ALVE1W,RW34L, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,3360,    ,+,00500,     ,13000, ,   ,    ,   , , , , , , , , ;
SID:010,5,ALVE1W,RW34L,GETAM,OT,E,A,E   , ,010,CF, ,DOH,OT,D, ,      ,0010,0010,3210,0090,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,ALVE1W,RW34L,ENELI,OT,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ALVE1W,RW34L,KOBEN,OT,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ALVE1W,RW34L,DEBIL,OT,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:047,5,ALVE1W,RW34L,VATEK,OT,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:051,5,ALVE1W,RW34L,NABKI,OT,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,ALVE1W,RW34L,ALVEN,OB,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,5,BATH1C,RW16R, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,1560,    ,+,00500,     ,13000, ,   ,    ,   , , , , , , , , ;
SID:010,5,BATH1C,RW16R,OBVER,OT,E,A,E   , ,010,CF, ,DOH,OT,D, ,      ,0010,0010,1710,0160,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,BATH1C,RW16R,LADEM,OB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BATH1C,RW16R,EMEXA,OT,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BATH1C,RW16R,SOLAL,OT,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:055,5,BATH1C,RW16R,TONBI,OT,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:062,5,BATH1C,RW16R,DENSI,OE,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,BATH1C,RW16R,BAT,OE,D, ,VE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,5,BATH1E,RW34R, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,3360,    ,+,00500,     ,13000, ,   ,    ,   , , , , , , , , ;
SID:010,5,BATH1E,RW34R,ELEDA,OT,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,BATH1E,RW34R,MEBTI,OT,P,C,E   ,R,010,TF,Y, , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:030,5,BATH1E,RW34R,BOSUP,OT,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BATH1E,RW34R,MUXED,OT,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:055,5,BATH1E,RW34R,LADEM,OB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:058,5,BATH1E,RW34R,EMEXA,OT,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:062,5,BATH1E,RW34R,SOLAL,OT,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:066,5,BATH1E,RW34R,DENSI,OE,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,BATH1E,RW34R,BAT,OE,D, ,VE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,5,BATH1M,RW16L, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,1560,    ,+,00413,     ,13000, ,   ,    ,   , , , , , , , , ;
SID:010,5,BATH1M,RW16L,BUDEB,OT,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,BATH1M,RW16L,LAGMA,OT,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BATH1M,RW16L,VUVAN,OT,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BATH1M,RW16L,IMRED,OT,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BATH1M,RW16L,TONBI,OT,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,BATH1M,RW16L,UKPUX,OT,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:062,5,BATH1M,RW16L,IVAVA,OT,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:065,5,BATH1M,RW16L,DENSI,OE,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,BATH1M,RW16L,BAT,OE,D, ,VE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,5,BATH1W,RW34L, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,3360,    ,+,00500,     ,13000, ,   ,    ,   , , , , , , , , ;
SID:010,5,BATH1W,RW34L,GETAM,OT,E,A,E   , ,010,CF, ,DOH,OT,D, ,      ,0010,0010,3210,0090,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,BATH1W,RW34L,DASIB,OT,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BATH1W,RW34L,LAGNO,OB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BATH1W,RW34L,EMUMO,OT,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:047,5,BATH1W,RW34L,ORBIV,OT,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:051,5,BATH1W,RW34L,TONBI,OT,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:055,5,BATH1W,RW34L,DENSI,OE,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,BATH1W,RW34L,BAT,OE,D, ,VE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,5,BUND1C,RW16R, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,1560,    ,+,00500,     ,13000, ,   ,    ,   , , , , , , , , ;
SID:010,5,BUND1C,RW16R,OBVER,OT,E,A,E   , ,010,CF, ,DOH,OT,D, ,      ,0010,0010,1710,0160, ,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,BUND1C,RW16R,NAKAB,OT,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BUND1C,RW16R,XALTO,OT,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:062,5,BUND1C,RW16R,ASTOP,OT,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,BUND1C,RW16R,BUNDU,OM,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,5,BUND1E,RW34R, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,3360,    ,+,00500,     ,13000, ,   ,    ,   , , , , , , , , ;
SID:010,5,BUND1E,RW34R,ELEDA,OT,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,BUND1E,RW34R,MEBTI,OT,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:030,5,BUND1E,RW34R,BOSUP,OT,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BUND1E,RW34R,PUSNO,OT,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,BUND1E,RW34R,NABIS,OT,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,BUND1E,RW34R,GOBLU,OT,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,5,BUND1E,RW34R,BUNDU,OM,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,5,BUND1M,RW16L, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,1560,    ,+,00413,     ,13000, ,   ,    ,   , , , , , , , , ;
SID:010,5,BUND1M,RW16L,BUDEB,OT,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,BUND1M,RW16L,XABAB,OT,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BUND1M,RW16L,NOSBI,OT,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BUND1M,RW16L,BUBEN,OT,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BUND1M,RW16L,BUNDU,OM,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,5,BUND1W,RW34L, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,3360,    ,+,00500,     ,13000, ,   ,    ,   , , , , , , , , ;
SID:010,5,BUND1W,RW34L,GETAM,OT,E,A,E   , ,010,CF, ,DOH,OT,D, ,      ,0010,0010,3210,0090,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,BUND1W,RW34L,ENELI,OT,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BUND1W,RW34L,KOBEN,OT,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BUND1W,RW34L,GIBIN,OT,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:047,5,BUND1W,RW34L,IVIBO,OT,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:051,5,BUND1W,RW34L,LABOV,OB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:055,5,BUND1W,RW34L,GOBLU,OT,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,BUND1W,RW34L,BUNDU,OM,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,2,LOXU1C,RW16R,DE16R,OT,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,13000, ,   ,    ,   , , , , , , , , ;
SID:010,2,LOXU1C,RW16R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1560,    ,+,00500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,LOXU1C,RW16R,LOXUL,OT,P,C,EE  , ,   ,CF, ,DOH,OT,D, ,      ,0010,0010,1400,0150, ,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,LOXU1M,RW16L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1560,    ,+,00500,     ,13000, ,   ,    ,   , , , , , , , , ;
SID:020,2,LOXU1M,RW16L, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1560,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:025,2,LOXU1M,RW16L,DOH10,OT,P,C,E   , ,   ,CF, ,DOH,OT,D, ,      ,0010,0010,1400,0070, ,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,LOXU1M,RW16L,LOXUL,OT,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,MUXO1E,RW34R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3360,    ,+,00500,     ,13000, ,   ,    ,   , , , , , , , , ;
SID:030,2,MUXO1E,RW34R,MUXOP,OT,P,C,EE  , ,   ,CF, ,DOH,OT,D, ,      ,0010,0010,3550,0120, ,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,2,MUXO1W,RW34L,DE34L,OT,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,13000, ,   ,    ,   , , , , , , , , ;
SID:010,2,MUXO1W,RW34L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3360,    ,+,00500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,MUXO1W,RW34L,MUXOP,OT,P,C,EE  , ,   ,CF, ,DOH,OT,D, ,      ,0010,0010,3550,0120, ,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,5,NAML1C,RW16R, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,1560,    ,+,00500,     ,13000, ,   ,    ,   , , , , , , , , ;
SID:010,5,NAML1C,RW16R,OBVER,OT,E,A,E   , ,010,CF, ,DOH,OT,D, ,      ,0010,0010,1710,0160, ,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,NAML1C,RW16R,NAKAB,OT,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,NAML1C,RW16R,XALTO,OT,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:062,5,NAML1C,RW16R,ASTOP,OT,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,NAML1C,RW16R,NAMLA,OB,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,5,NAML1E,RW34R, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,3360,    ,+,00500,     ,13000, ,   ,    ,   , , , , , , , , ;
SID:010,5,NAML1E,RW34R,ELEDA,OT,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,NAML1E,RW34R,MEBTI,OT,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:030,5,NAML1E,RW34R,BOSUP,OT,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,NAML1E,RW34R,PUSNO,OT,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,NAML1E,RW34R,NABIS,OT,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,NAML1E,RW34R,GOBLU,OT,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,5,NAML1E,RW34R,NAMLA,OB,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
